User ID,Subscription Type,999,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,932,Plan Duration,,
617,Basic,753,11,5/9/2022,28-06-23,Brazil,45,Female,Smartphone,,1 Month,,
618,Standard,753,10,6/9/2022,28-06-23,Mexico,28,Female,Smart TV,,1 Month,,
619,Premium,753,11,6/9/2022,29-06-23,Spain,27,Male,Smartphone,,1 Month,,
620,Basic,752,11,5/9/2022,27-06-23,Italy,41,Female,Smartphone,,1 Month,,
621,Premium,752,14,6/9/2022,29-06-23,Spain,49,Male,Smart TV,,1 Month,,
622,Basic,751,12,29-08-22,28-06-23,Spain,35,Male,Smartphone,,1 Month,,
623,Standard,751,13,30-08-22,28-06-23,United States,29,Female,Smart TV,,1 Month,,
624,Standard,751,10,2/9/2022,30-06-23,Canada,42,Male,Smartphone,,1 Month,,
625,Basic,750,15,20-09-22,28-06-23,United States,33,Male,Tablet,,1 Month,,
626,Premium,750,10,23-09-22,30-06-23,United States,30,Male,Laptop,,1 Month,,
627,Basic,749,11,29-09-22,29-06-23,Canada,43,Female,Smart TV,,1 Month,,
628,Standard,749,10,9/10/2022,1/7/2023,United Kingdom,42,Male,Smartphone,,1 Month,,
629,Premium,749,11,12/10/2022,29-06-23,Australia,39,Male,Tablet,,1 Month,,
630,Basic,748,15,6/10/2022,30-06-23,Germany,32,Female,Smart TV,,1 Month,,
631,Premium,748,14,21-09-22,28-06-23,France,31,Male,Smartphone,,1 Month,,
632,Basic,747,13,23-09-22,1/7/2023,Brazil,39,Male,Smartphone,,1 Month,,
633,Standard,747,12,28-09-22,29-06-23,Mexico,41,Female,Smartphone,,1 Month,,
634,Standard,747,12,29-09-22,29-06-23,Spain,51,Female,Smart TV,,1 Month,,
635,Basic,746,13,3/10/2022,27-06-23,Italy,29,Male,Laptop,,1 Month,,
636,Premium,746,10,28-10-22,1/7/2023,Spain,33,Female,Smart TV,,1 Month,,
637,Basic,745,12,14-11-22,29-06-23,Spain,51,Female,Tablet,,1 Month,,
638,Standard,745,11,16-11-22,1/7/2023,United States,38,Male,Tablet,,1 Month,,
639,Premium,745,10,17-11-22,28-06-23,Canada,37,Female,Laptop,,1 Month,,
640,Basic,744,13,20-11-22,30-06-23,United States,50,Female,Laptop,,1 Month,,
641,Premium,744,12,21-11-22,29-06-23,United States,33,Male,Tablet,,1 Month,,
642,Basic,743,11,19-11-22,1/7/2023,Canada,27,Male,Laptop,,1 Month,,
643,Standard,743,11,28-10-22,27-06-23,United Kingdom,50,Female,Smartphone,,1 Month,,
644,Standard,743,15,27-10-22,29-06-23,Australia,47,Female,Laptop,,1 Month,,
645,Basic,742,13,27-10-22,29-06-23,Germany,41,Male,Laptop,,1 Month,,
646,Premium,742,10,27-10-22,30-06-23,France,49,Female,Laptop,,1 Month,,
647,Basic,741,15,25-10-22,28-06-23,Brazil,32,Male,Smart TV,,1 Month,,
648,Standard,741,10,17-10-22,28-06-23,Mexico,38,Female,Smartphone,,1 Month,,
649,Premium,741,14,20-08-22,29-06-23,Spain,38,Female,Smartphone,,1 Month,,
650,Basic,740,15,16-08-22,29-06-23,Italy,28,Female,Smart TV,,1 Month,,
651,Premium,740,13,15-08-22,29-06-23,Spain,31,Male,Tablet,,1 Month,,
652,Basic,739,14,15-08-22,29-06-23,Spain,39,Female,Smartphone,,1 Month,,
653,Standard,739,11,29-07-22,29-06-23,United States,28,Female,Smartphone,,1 Month,,
654,Standard,739,12,17-07-22,28-06-23,Canada,30,Female,Smartphone,,1 Month,,
655,Basic,738,11,26-07-22,29-06-23,United States,42,Male,Tablet,,1 Month,,
656,Premium,738,14,31-07-22,29-06-23,United States,33,Female,Laptop,,1 Month,,
657,Basic,737,14,3/8/2022,29-06-23,Canada,34,Female,Smart TV,,1 Month,,
658,Standard,737,13,4/8/2022,29-06-23,United Kingdom,49,Female,Smart TV,,1 Month,,
659,Premium,737,13,3/8/2022,29-06-23,Australia,41,Male,Laptop,,1 Month,,
660,Basic,736,12,27-06-22,29-06-23,Germany,28,Male,Smart TV,,1 Month,,
661,Premium,736,14,27-06-22,28-06-23,France,49,Female,Laptop,,1 Month,,
662,Basic,735,15,15-06-22,29-06-23,Brazil,49,Male,Tablet,,1 Month,,
663,Standard,735,11,13-06-22,29-06-23,Mexico,36,Male,Tablet,,1 Month,,
664,Standard,735,11,12/6/2022,30-06-23,Spain,31,Male,Smart TV,,1 Month,,
665,Basic,734,10,18-06-22,28-06-23,Italy,38,Male,Smartphone,,1 Month,,
666,Premium,734,15,26-06-22,29-06-23,Spain,34,Female,Tablet,,1 Month,,
667,Basic,733,11,30-06-22,30-06-23,Spain,51,Female,Smartphone,,1 Month,,
668,Standard,733,13,3/7/2022,30-06-23,United States,49,Male,Smart TV,,1 Month,,
669,Premium,733,13,19-06-22,28-06-23,Canada,27,Female,Tablet,,1 Month,,
670,Basic,732,10,8/6/2022,29-06-23,United States,38,Male,Smart TV,,1 Month,,
671,Basic,731,10,8/6/2022,30-06-23,United States,51,Male,Tablet,,1 Month,,
672,Basic,730,14,9/6/2022,30-06-23,Canada,47,Female,Tablet,,1 Month,,
673,Standard,730,15,9/6/2022,27-06-23,United Kingdom,37,Male,Smartphone,,1 Month,,
674,Premium,730,13,10/6/2022,28-06-23,Australia,37,Female,Laptop,,1 Month,,
675,Basic,729,11,11/6/2022,29-06-23,Germany,39,Female,Tablet,,1 Month,,
676,Basic,728,11,13-06-22,29-06-23,France,31,Male,Smartphone,,1 Month,,
677,Premium,728,13,17-06-22,28-06-23,Brazil,36,Male,Smart TV,,1 Month,,
678,Standard,728,15,27-06-22,28-06-23,Mexico,42,Female,Smart TV,,1 Month,,
679,Standard,728,11,5/7/2022,29-06-23,Spain,49,Male,Laptop,,1 Month,,
680,Basic,727,15,7/7/2022,29-06-23,Italy,44,Female,Laptop,,1 Month,,
681,Premium,727,11,16-07-22,28-06-23,Spain,33,Male,Laptop,,1 Month,,
682,Standard,727,11,23-07-22,27-06-23,Spain,42,Male,Tablet,,1 Month,,
683,Basic,726,13,3/8/2022,29-06-23,United States,39,Male,Smartphone,,1 Month,,
684,Standard,726,10,11/8/2022,29-06-23,Canada,49,Male,Smartphone,,1 Month,,
685,Premium,726,12,15-08-22,30-06-23,United States,31,Male,Smartphone,,1 Month,,
686,Basic,725,14,18-08-22,28-06-23,United States,37,Male,Tablet,,1 Month,,
687,Premium,725,13,26-08-22,29-06-23,Canada,30,Female,Tablet,,1 Month,,
688,Standard,725,10,3/9/2022,28-06-23,United Kingdom,42,Male,Smartphone,,1 Month,,
689,Basic,724,15,4/9/2022,29-06-23,Australia,37,Female,Smart TV,,1 Month,,
690,Standard,724,15,5/9/2022,30-06-23,Germany,36,Male,Laptop,,1 Month,,
691,Premium,724,11,1/9/2022,29-06-23,France,28,Female,Laptop,,1 Month,,
692,Basic,723,15,31-08-22,30-06-23,Brazil,36,Male,Tablet,,1 Month,,
693,Standard,723,14,1/9/2022,29-06-23,Mexico,31,Female,Tablet,,1 Month,,
694,Premium,723,14,17-09-22,1/7/2023,Spain,46,Male,Smart TV,,1 Month,,
695,Basic,722,13,21-09-22,28-06-23,Italy,28,Male,Laptop,,1 Month,,
696,Premium,722,15,29-09-22,1/7/2023,Spain,31,Male,Tablet,,1 Month,,
697,Basic,721,12,6/10/2022,29-06-23,Spain,43,Male,Smart TV,,1 Month,,
698,Standard,721,10,12/10/2022,2/7/2023,United States,28,Male,Laptop,,1 Month,,
699,Standard,721,13,7/10/2022,30-06-23,Canada,32,Female,Smartphone,,1 Month,,
700,Basic,720,12,4/10/2022,30-06-23,United States,31,Female,Laptop,,1 Month,,
701,Premium,720,11,24-09-22,28-06-23,United States,45,Male,Smart TV,,1 Month,,
702,Basic,719,14,25-09-22,1/7/2023,Canada,36,Male,Smartphone,,1 Month,,
703,Standard,719,14,27-09-22,30-06-23,United Kingdom,35,Male,Laptop,,1 Month,,
704,Premium,719,13,30-09-22,1/7/2023,Australia,27,Female,Tablet,,1 Month,,
705,Basic,718,13,4/10/2022,28-06-23,Germany,32,Male,Laptop,,1 Month,,
706,Premium,718,12,24-10-22,1/7/2023,France,46,Female,Smartphone,,1 Month,,
707,Basic,717,12,28-10-22,30-06-23,Brazil,36,Male,Smart TV,,1 Month,,
708,Standard,717,13,2/11/2022,1/7/2023,Mexico,39,Male,Laptop,,1 Month,,
709,Standard,717,12,7/11/2022,28-06-23,Spain,48,Female,Smart TV,,1 Month,,
710,Basic,716,10,10/11/2022,30-06-23,Italy,48,Female,Smart TV,,1 Month,,
711,Premium,716,14,15-11-22,29-06-23,Spain,27,Female,Laptop,,1 Month,,
712,Basic,715,13,8/11/2022,1/7/2023,Spain,45,Male,Tablet,,1 Month,,
713,Standard,715,10,1/11/2022,27-06-23,United States,30,Male,Laptop,,1 Month,,
714,Premium,715,15,30-10-22,29-06-23,Canada,29,Male,Tablet,,1 Month,,
715,Basic,714,12,28-10-22,29-06-23,United States,43,Female,Laptop,,1 Month,,
716,Premium,714,10,26-10-22,30-06-23,United States,43,Male,Laptop,,1 Month,,
717,Basic,713,15,18-10-22,29-06-23,Canada,39,Female,Tablet,,1 Month,,
718,Standard,713,14,30-09-22,30-06-23,United Kingdom,27,Male,Tablet,,1 Month,,
719,Standard,713,10,3/9/2022,29-06-23,Australia,33,Female,Tablet,,1 Month,,
720,Basic,712,10,23-08-22,29-06-23,Germany,32,Female,Tablet,,1 Month,,
721,Premium,712,10,16-08-22,29-06-23,France,37,Female,Tablet,,1 Month,,
722,Basic,711,13,11/8/2022,30-06-23,Brazil,45,Male,Smartphone,,1 Month,,
723,Standard,711,10,1/8/2022,30-06-23,Mexico,40,Female,Smartphone,,1 Month,,
724,Premium,711,14,1/8/2022,29-06-23,Spain,44,Male,Laptop,,1 Month,,
725,Basic,710,12,1/8/2022,29-06-23,Italy,29,Female,Tablet,,1 Month,,
726,Premium,710,14,2/8/2022,30-06-23,Spain,50,Male,Laptop,,1 Month,,
727,Basic,709,11,4/8/2022,29-06-23,Spain,32,Female,Laptop,,1 Month,,
728,Standard,709,14,4/8/2022,29-06-23,United States,39,Male,Laptop,,1 Month,,
729,Standard,709,15,7/7/2022,30-06-23,Canada,43,Female,Smartphone,,1 Month,,
730,Basic,708,12,27-06-22,30-06-23,United States,49,Female,Smartphone,,1 Month,,
731,Premium,708,13,19-06-22,29-06-23,United States,30,Male,Tablet,,1 Month,,
732,Basic,707,12,19-06-22,29-06-23,Canada,47,Male,Tablet,,1 Month,,
733,Standard,707,10,18-06-22,29-06-23,United Kingdom,51,Female,Laptop,,1 Month,,
734,Premium,707,14,19-06-22,30-06-23,Australia,40,Male,Tablet,,1 Month,,
735,Basic,706,14,24-06-22,28-06-23,Germany,40,Male,Laptop,,1 Month,,
736,Premium,706,11,30-06-22,30-06-23,France,49,Male,Smartphone,,1 Month,,
737,Basic,705,15,2/7/2022,30-06-23,Brazil,43,Female,Tablet,,1 Month,,
738,Standard,705,14,26-06-22,1/7/2023,Mexico,44,Female,Smartphone,,1 Month,,
739,Standard,705,13,21-06-22,28-06-23,Spain,27,Male,Smartphone,,1 Month,,
740,Basic,704,14,16-06-22,29-06-23,Italy,30,Male,Tablet,,1 Month,,
741,Premium,704,14,9/6/2022,30-06-23,Spain,47,Male,Smart TV,,1 Month,,
742,Basic,703,13,10/6/2022,30-06-23,Spain,51,Male,Smartphone,,1 Month,,
743,Standard,703,15,10/6/2022,28-06-23,United States,31,Female,Laptop,,1 Month,,
744,Premium,703,13,11/6/2022,29-06-23,Canada,34,Female,Tablet,,1 Month,,
745,Basic,702,11,12/6/2022,30-06-23,United States,28,Female,Laptop,,1 Month,,
746,Basic,701,15,15-06-22,30-06-23,United States,32,Male,Smartphone,,1 Month,,
747,Basic,700,11,25-06-22,29-06-23,Canada,41,Male,Smart TV,,1 Month,,
748,Standard,700,13,30-06-22,28-06-23,United Kingdom,40,Male,Smart TV,,1 Month,,
749,Premium,700,12,6/7/2022,30-06-23,Australia,46,Male,Smart TV,,1 Month,,
750,Basic,699,13,9/7/2022,29-06-23,Germany,47,Male,Smart TV,,1 Month,,
751,Basic,698,14,18-07-22,29-06-23,France,45,Female,Laptop,,1 Month,,
752,Premium,698,10,24-07-22,28-06-23,Brazil,28,Female,Smartphone,,1 Month,,
753,Standard,698,12,27-07-22,30-06-23,Mexico,43,Female,Smartphone,,1 Month,,
754,Standard,698,11,10/8/2022,29-06-23,Spain,41,Male,Laptop,,1 Month,,
755,Basic,697,13,16-08-22,30-06-23,Italy,32,Male,Tablet,,1 Month,,
756,Premium,697,14,23-08-22,29-06-23,Spain,44,Female,Smartphone,,1 Month,,
757,Standard,697,11,3/9/2022,30-06-23,Spain,32,Male,Laptop,,1 Month,,
758,Basic,696,12,4/9/2022,29-06-23,United States,47,Male,Laptop,,1 Month,,
759,Standard,696,14,5/9/2022,29-06-23,Canada,37,Male,Smart TV,,1 Month,,
760,Premium,696,13,4/9/2022,1/7/2023,United States,40,Female,Smartphone,,1 Month,,
761,Basic,695,11,31-08-22,29-06-23,United States,48,Female,Smart TV,,1 Month,,
762,Premium,695,10,1/9/2022,2/7/2023,Canada,48,Male,Laptop,,1 Month,,
763,Standard,695,10,15-09-22,29-06-23,United Kingdom,35,Male,Laptop,,1 Month,,
764,Basic,694,15,18-09-22,3/7/2023,Australia,28,Male,Smart TV,,1 Month,,
765,Standard,694,11,28-09-22,29-06-23,Germany,35,Female,Smart TV,,1 Month,,
766,Premium,694,13,30-09-22,1/7/2023,France,43,Male,Smartphone,,1 Month,,
767,Basic,693,15,7/10/2022,29-06-23,Brazil,39,Male,Laptop,,1 Month,,
768,Standard,693,10,8/10/2022,2/7/2023,Mexico,38,Female,Laptop,,1 Month,,
769,Premium,693,14,8/10/2022,30-06-23,Spain,36,Female,Smart TV,,1 Month,,
770,Basic,692,11,3/10/2022,1/7/2023,Italy,42,Female,Laptop,,1 Month,,
771,Premium,692,14,4/10/2022,28-06-23,Spain,27,Male,Tablet,,1 Month,,
772,Basic,691,12,2/10/2022,1/7/2023,Spain,48,Male,Laptop,,1 Month,,
773,Standard,691,13,1/10/2022,30-06-23,United States,27,Female,Smart TV,,1 Month,,
774,Standard,691,15,3/10/2022,2/7/2023,Canada,49,Male,Smartphone,,1 Month,,
775,Basic,690,11,20-10-22,28-06-23,United States,29,Male,Tablet,,1 Month,,
776,Premium,690,11,21-10-22,1/7/2023,United States,44,Male,Laptop,,1 Month,,
777,Basic,689,11,28-10-22,30-06-23,Canada,31,Male,Smartphone,,1 Month,,
778,Standard,689,13,3/11/2022,1/7/2023,United Kingdom,33,Male,Tablet,,1 Month,,
779,Premium,689,10,7/11/2022,28-06-23,Australia,36,Female,Smart TV,,1 Month,,
780,Basic,688,15,12/11/2022,30-06-23,Germany,43,Female,Laptop,,1 Month,,
781,Premium,688,14,13-11-22,29-06-23,France,30,Female,Smartphone,,1 Month,,
782,Basic,687,13,2/11/2022,1/7/2023,Brazil,44,Female,Laptop,,1 Month,,
783,Standard,687,13,1/11/2022,29-06-23,Mexico,37,Female,Laptop,,1 Month,,
784,Standard,687,14,31-10-22,30-06-23,Spain,27,Male,Laptop,,1 Month,,
785,Basic,686,12,28-10-22,29-06-23,Italy,35,Female,Laptop,,1 Month,,
786,Premium,686,13,24-10-22,30-06-23,Spain,32,Male,Smart TV,,1 Month,,
787,Basic,685,12,3/10/2022,29-06-23,Spain,49,Female,Laptop,,1 Month,,
788,Standard,685,12,13-09-22,30-06-23,United States,45,Female,Tablet,,1 Month,,
789,Premium,685,11,2/9/2022,30-06-23,Canada,33,Female,Smartphone,,1 Month,,
790,Basic,684,14,30-08-22,30-06-23,United States,37,Female,Smartphone,,1 Month,,
791,Premium,684,15,25-08-22,30-06-23,United States,29,Male,Smartphone,,1 Month,,
792,Basic,683,12,11/8/2022,30-06-23,Canada,45,Male,Smart TV,,1 Month,,
793,Standard,683,11,5/8/2022,30-06-23,United Kingdom,42,Female,Smartphone,,1 Month,,
794,Standard,683,12,2/8/2022,30-06-23,Australia,32,Female,Smart TV,,1 Month,,
795,Basic,682,11,3/8/2022,1/7/2023,Germany,47,Male,Smartphone,,1 Month,,
796,Premium,682,12,4/8/2022,1/7/2023,France,27,Male,Smart TV,,1 Month,,
797,Basic,681,10,5/8/2022,30-06-23,Brazil,35,Male,Tablet,,1 Month,,
798,Standard,681,15,12/7/2022,30-06-23,Mexico,35,Male,Laptop,,1 Month,,
799,Premium,681,10,2/7/2022,30-06-23,Spain,48,Male,Tablet,,1 Month,,
800,Basic,680,12,26-06-22,30-06-23,Italy,36,Male,Smartphone,,1 Month,,
801,Premium,680,10,22-06-22,29-06-23,Spain,46,Male,Smartphone,,1 Month,,
802,Basic,679,13,22-06-22,30-06-23,Spain,33,Female,Smartphone,,1 Month,,
803,Standard,679,14,19-06-22,1/7/2023,United States,43,Male,Smart TV,,1 Month,,
804,Standard,679,14,22-06-22,2/7/2023,Canada,47,Female,Smartphone,,1 Month,,
805,Basic,678,15,27-06-22,28-06-23,United States,39,Female,Laptop,,1 Month,,
806,Premium,678,15,1/7/2022,30-06-23,United States,30,Female,Laptop,,1 Month,,
807,Basic,677,11,28-06-22,30-06-23,Canada,46,Male,Tablet,,1 Month,,
808,Standard,677,13,25-06-22,1/7/2023,United Kingdom,39,Male,Smart TV,,1 Month,,
809,Premium,677,10,22-06-22,28-06-23,Australia,28,Male,Smartphone,,1 Month,,
810,Basic,676,13,9/6/2022,29-06-23,Germany,38,Male,Smartphone,,1 Month,,
811,Premium,676,13,10/6/2022,30-06-23,France,36,Male,Laptop,,1 Month,,
812,Basic,675,15,11/6/2022,1/7/2023,Brazil,33,Male,Laptop,,1 Month,,
813,Standard,675,10,11/6/2022,28-06-23,Mexico,50,Male,Smartphone,,1 Month,,
814,Standard,675,10,12/6/2022,29-06-23,Spain,38,Male,Smartphone,,1 Month,,
815,Basic,674,15,13-06-22,30-06-23,Italy,29,Male,Smartphone,,1 Month,,
816,Premium,674,15,18-06-22,30-06-23,Spain,47,Female,Smart TV,,1 Month,,
817,Basic,673,15,29-06-22,30-06-23,Spain,31,Female,Tablet,,1 Month,,
818,Standard,673,13,30-06-22,28-06-23,United States,40,Male,Tablet,,1 Month,,
819,Premium,673,14,1/7/2022,1/7/2023,Canada,50,Male,Laptop,,1 Month,,
820,Basic,672,11,7/7/2022,30-06-23,United States,43,Female,Tablet,,1 Month,,
821,Basic,671,12,13-07-22,29-06-23,United States,35,Female,Laptop,,1 Month,,
822,Basic,670,11,24-07-22,29-06-23,Canada,36,Male,Laptop,,1 Month,,
823,Standard,670,15,29-07-22,30-06-23,United Kingdom,30,Male,Smartphone,,1 Month,,
824,Premium,670,13,31-07-22,30-06-23,Australia,47,Female,Smartphone,,1 Month,,
825,Basic,669,12,9/8/2022,30-06-23,Germany,30,Female,Laptop,,1 Month,,
826,Basic,668,11,18-08-22,1/7/2023,France,37,Male,Smart TV,,1 Month,,
827,Premium,668,15,20-08-22,30-06-23,Brazil,34,Male,Smartphone,,1 Month,,
828,Standard,668,15,30-08-22,30-06-23,Mexico,33,Female,Smart TV,,1 Month,,
829,Standard,668,10,1/9/2022,29-06-23,Spain,31,Male,Tablet,,1 Month,,
830,Basic,667,13,2/9/2022,3/7/2023,Italy,30,Female,Smartphone,,1 Month,,
831,Premium,667,10,2/9/2022,29-06-23,Spain,35,Male,Smartphone,,1 Month,,
832,Standard,667,14,15-09-22,2/7/2023,Spain,40,Female,Tablet,,1 Month,,
833,Basic,666,13,17-09-22,29-06-23,United States,29,Male,Smartphone,,1 Month,,
834,Standard,666,14,26-09-22,3/7/2023,Canada,34,Female,Smart TV,,1 Month,,
835,Premium,666,12,27-09-22,29-06-23,United States,31,Male,Laptop,,1 Month,,
836,Basic,665,15,4/10/2022,1/7/2023,United States,28,Male,Laptop,,1 Month,,
837,Premium,665,12,6/10/2022,29-06-23,Canada,46,Female,Smart TV,,1 Month,,
838,Standard,665,11,7/10/2022,2/7/2023,United Kingdom,38,Male,Smartphone,,1 Month,,
839,Basic,664,13,6/10/2022,30-06-23,Australia,35,Female,Laptop,,1 Month,,
840,Standard,664,15,7/10/2022,3/7/2023,Germany,49,Male,Smartphone,,1 Month,,
841,Premium,664,13,6/10/2022,29-06-23,France,42,Male,Smartphone,,1 Month,,
842,Basic,663,14,6/10/2022,2/7/2023,Brazil,37,Female,Laptop,,1 Month,,
843,Standard,663,13,4/10/2022,1/7/2023,Mexico,39,Female,Smartphone,,1 Month,,
844,Premium,663,10,14-10-22,2/7/2023,Spain,47,Female,Smart TV,,1 Month,,
845,Basic,662,12,19-10-22,29-06-23,Italy,49,Male,Smartphone,,1 Month,,
846,Premium,662,12,21-10-22,1/7/2023,Spain,35,Male,Laptop,,1 Month,,
847,Basic,661,11,28-10-22,30-06-23,Spain,36,Female,Smart TV,,1 Month,,
848,Standard,661,11,1/11/2022,2/7/2023,United States,40,Male,Tablet,,1 Month,,
849,Standard,661,10,12/11/2022,29-06-23,Canada,30,Female,Smart TV,,1 Month,,
850,Basic,660,13,13-11-22,30-06-23,United States,51,Female,Smart TV,,1 Month,,
851,Premium,660,15,9/11/2022,30-06-23,United States,47,Male,Laptop,,1 Month,,
852,Basic,659,12,8/11/2022,1/7/2023,Canada,47,Female,Laptop,,1 Month,,
853,Standard,659,14,6/11/2022,30-06-23,United Kingdom,39,Male,Tablet,,1 Month,,
854,Premium,659,10,7/11/2022,30-06-23,Australia,49,Male,Smart TV,,1 Month,,
855,Basic,658,12,2/11/2022,1/7/2023,Germany,33,Male,Laptop,,1 Month,,
856,Premium,658,10,6/10/2022,30-06-23,France,32,Female,Smart TV,,1 Month,,
857,Basic,657,15,16-09-22,30-06-23,Brazil,40,Male,Smartphone,,1 Month,,
858,Standard,657,14,10/9/2022,30-06-23,Mexico,40,Female,Laptop,,1 Month,,
859,Standard,657,12,4/9/2022,30-06-23,Spain,51,Female,Tablet,,1 Month,,
860,Basic,656,13,26-08-22,1/7/2023,Italy,50,Male,Smart TV,,1 Month,,
861,Premium,656,14,14-08-22,1/7/2023,Spain,50,Female,Smart TV,,1 Month,,
862,Basic,655,14,12/8/2022,1/7/2023,Spain,47,Male,Smartphone,,1 Month,,
863,Standard,655,12,10/8/2022,30-06-23,United States,35,Male,Laptop,,1 Month,,
864,Premium,655,11,10/8/2022,1/7/2023,Canada,31,Male,Tablet,,1 Month,,
865,Basic,654,15,4/8/2022,1/7/2023,United States,36,Male,Smartphone,,1 Month,,
866,Premium,654,10,5/8/2022,1/7/2023,United States,41,Female,Smart TV,,1 Month,,
867,Basic,653,13,17-07-22,30-06-23,Canada,49,Female,Tablet,,1 Month,,
868,Standard,653,12,16-07-22,1/7/2023,United Kingdom,34,Female,Tablet,,1 Month,,
869,Standard,653,15,13-07-22,1/7/2023,Australia,30,Female,Tablet,,1 Month,,
870,Basic,652,13,3/7/2022,2/7/2023,Germany,38,Male,Laptop,,1 Month,,
871,Premium,652,11,24-06-22,29-06-23,France,45,Male,Tablet,,1 Month,,
872,Basic,651,14,21-06-22,1/7/2023,Brazil,42,Female,Laptop,,1 Month,,
873,Standard,651,10,22-06-22,1/7/2023,Mexico,42,Female,Smart TV,,1 Month,,
874,Premium,651,10,23-06-22,2/7/2023,Spain,31,Male,Smart TV,,1 Month,,
875,Basic,650,14,26-06-22,29-06-23,Italy,28,Male,Smart TV,,1 Month,,
876,Premium,650,11,27-06-22,30-06-23,Spain,44,Male,Tablet,,1 Month,,
877,Basic,649,13,28-06-22,1/7/2023,Spain,30,Male,Smart TV,,1 Month,,
878,Standard,649,13,28-06-22,2/7/2023,United States,33,Male,Smartphone,,1 Month,,
879,Standard,649,12,18-06-22,29-06-23,Canada,42,Female,Tablet,,1 Month,,
880,Basic,648,11,11/6/2022,30-06-23,United States,31,Male,Smart TV,,1 Month,,
881,Premium,648,11,11/6/2022,1/7/2023,United States,31,Female,Smartphone,,1 Month,,
882,Basic,647,13,12/6/2022,1/7/2023,Canada,46,Female,Smart TV,,1 Month,,
883,Standard,647,15,13-06-22,29-06-23,United Kingdom,28,Female,Tablet,,1 Month,,
884,Premium,647,11,13-06-22,29-06-23,Australia,50,Male,Tablet,,1 Month,,
885,Basic,646,11,18-06-22,2/7/2023,Germany,34,Male,Tablet,,1 Month,,
886,Premium,646,15,23-06-22,30-06-23,France,45,Female,Smart TV,,1 Month,,
887,Basic,645,12,26-06-22,30-06-23,Brazil,38,Female,Laptop,,1 Month,,
888,Standard,645,13,29-06-22,29-06-23,Mexico,42,Female,Laptop,,1 Month,,
889,Standard,645,10,2/7/2022,1/7/2023,Spain,45,Female,Smartphone,,1 Month,,
890,Basic,644,10,6/7/2022,30-06-23,Italy,44,Male,Smart TV,,1 Month,,
891,Premium,644,14,18-07-22,30-06-23,Spain,50,Female,Smart TV,,1 Month,,
892,Basic,643,15,29-07-22,30-06-23,Spain,38,Male,Tablet,,1 Month,,
893,Standard,643,13,30-07-22,1/7/2023,United States,42,Female,Smart TV,,1 Month,,
894,Premium,643,13,3/8/2022,1/7/2023,Canada,50,Male,Smart TV,,1 Month,,
895,Basic,642,10,15-08-22,30-06-23,United States,30,Male,Smartphone,,1 Month,,
896,Basic,641,10,20-08-22,1/7/2023,United States,47,Female,Smartphone,,1 Month,,
897,Basic,640,14,21-08-22,30-06-23,Canada,32,Female,Laptop,,1 Month,,
898,Standard,640,11,30-08-22,2/7/2023,United Kingdom,31,Female,Tablet,,1 Month,,
899,Premium,640,15,1/9/2022,29-06-23,Australia,37,Male,Laptop,,1 Month,,
900,Basic,639,14,2/9/2022,3/7/2023,Germany,32,Female,Smartphone,,1 Month,,
901,Basic,638,12,4/9/2022,30-06-23,France,29,Male,Smartphone,,1 Month,,
902,Premium,638,12,10/9/2022,2/7/2023,Brazil,28,Male,Tablet,,1 Month,,
903,Standard,638,11,25-09-22,29-06-23,Mexico,42,Male,Laptop,,1 Month,,
904,Standard,638,12,27-09-22,3/7/2023,Spain,37,Male,Tablet,,1 Month,,
905,Basic,637,13,1/10/2022,30-06-23,Italy,38,Female,Laptop,,1 Month,,
906,Premium,637,13,6/10/2022,2/7/2023,Spain,32,Male,Smart TV,,1 Month,,
907,Standard,637,15,7/10/2022,30-06-23,Spain,48,Male,Laptop,,1 Month,,
908,Basic,636,13,8/10/2022,3/7/2023,United States,46,Female,Smart TV,,1 Month,,
909,Standard,636,14,8/10/2022,1/7/2023,Canada,30,Male,Tablet,,1 Month,,
910,Premium,636,10,8/10/2022,3/7/2023,United States,40,Female,Smart TV,,1 Month,,
911,Basic,635,13,8/10/2022,29-06-23,United States,29,Male,Smart TV,,1 Month,,
912,Premium,635,15,8/10/2022,2/7/2023,Canada,41,Male,Tablet,,1 Month,,
913,Standard,635,15,10/10/2022,1/7/2023,United Kingdom,32,Male,Laptop,,1 Month,,
914,Basic,634,12,19-10-22,2/7/2023,Australia,44,Female,Smart TV,,1 Month,,
915,Standard,634,15,20-10-22,29-06-23,Germany,41,Male,Laptop,,1 Month,,
916,Premium,634,12,26-10-22,1/7/2023,France,50,Female,Smartphone,,1 Month,,
917,Basic,633,14,29-10-22,30-06-23,Brazil,33,Female,Tablet,,1 Month,,
918,Standard,633,10,31-10-22,2/7/2023,Mexico,34,Female,Smart TV,,1 Month,,
919,Premium,633,15,11/11/2022,29-06-23,Spain,40,Male,Smartphone,,1 Month,,
920,Basic,632,14,9/11/2022,1/7/2023,Italy,34,Female,Tablet,,1 Month,,
921,Premium,632,14,9/11/2022,1/7/2023,Spain,27,Female,Smart TV,,1 Month,,
922,Basic,631,13,7/11/2022,1/7/2023,Spain,34,Male,Tablet,,1 Month,,
923,Standard,631,13,8/11/2022,30-06-23,United States,28,Male,Tablet,,1 Month,,
924,Standard,631,14,5/11/2022,1/7/2023,Canada,37,Female,Smart TV,,1 Month,,
